Location_Name,Population,People_Tested,People_Tested_Rate,All_Test_Results,All_Test_Results_Rate,Positives,Positive_Rate,Confirmed_Cases,Confirmed_Case_Rate,Probable_Cases,Probable_Case_Rate,Hospitalizations,Hospitalization_Rate,Deaths,Death_Rate
53033024200,3283.188,2327,70876.23,6094,185612.28,298,9076.54,283,8619.67,15,456.87,2,60.92,0,0
53033024300,8447.138003,6635,78547.31,17943,212415.14,862,10204.64,787,9316.77,75,887.87,22,260.44,5,59.19
53033024400,3325.615001,2292,68919.58,7865,236497.61,314,9441.86,291,8750.26,23,691.6,6,180.42,1,30.07
53033024500,4652.477001,4533,97431.97,12056,259130.78,539,11585.23,481,10338.58,58,1246.65,15,322.41,6,128.96
53033024601,4515.346001,3665,81167.64,9964,220669.69,462,10231.77,418,9257.32,44,974.45,6,132.88,1,22.15
53033024602,3749.424001,2999,79985.62,8282,220887.26,384,10241.57,338,9014.72,46,1226.86,2,53.34,1,26.67
53033024701,3838.705,2579,67184.12,5751,149816.15,446,11618.5,423,11019.34,23,599.16,10,260.5,1,26.05
53033024702,7881.714001,5213,66140.44,12698,161107.09,986,12509.97,919,11659.9,67,850.07,22,279.13,4,50.75
53033024800,6273.264,3900,62168.59,8425,134300.1,678,10807.77,655,10441.14,23,366.64,22,350.69,6,95.64
53033024901,5284.691001,3643,68934.97,8303,157114.2,445,8420.55,431,8155.63,14,264.92,8,151.38,2,37.85
53033024902,4072.038,2640,64832.4,6089,149532,423,10387.92,405,9945.88,18,442.04,8,196.46,1,24.56
53033024903,7263.887,4576,62996.57,10653,146657.02,538,7406.5,514,7076.1,24,330.4,5,68.83,1,13.77
53033025001,5425.294001,3759,69286.57,8842,162977.34,546,10063.97,514,9474.14,32,589.83,10,184.32,3,55.3
53033025003,7252.528,5004,68996.63,11693,161226.54,720,9927.57,667,9196.79,53,730.78,11,151.67,2,27.58
53033025005,6056.74,4170,68848.92,9722,160515.39,570,9411,540,8915.69,30,495.32,9,148.59,2,33.02
53033025006,6642.793001,4555,68570.55,10728,161498.33,559,8415.14,516,7767.82,43,647.32,11,165.59,3,45.16
53033025101,6266.496999,3899,62219.77,8606,137333.51,936,14936.57,856,13659.94,80,1276.63,24,382.99,2,31.92
53033025102,8781.062999,6263,71323.94,14354,163465.4,1448,16490.03,1313,14952.63,135,1537.4,33,375.81,4,45.55
53033025200,8688.915,6275,72218.45,14582,167823.03,1670,19219.89,1530,17608.64,140,1611.25,55,632.99,10,115.09
53033025301,7025.062,5590,79572.25,13404,190802.59,1258,17907.32,1160,16512.31,98,1395.01,23,327.4,0,0
53033025302,5281.152001,4853,91892.83,12713,240723.99,836,15829.88,786,14883.12,50,946.76,49,927.83,12,227.22
53033025400,8255.092999,5009,60677.69,11285,136703.49,1542,18679.38,1433,17358.98,109,1320.4,48,581.46,6,72.68
53033025500,5171.309999,3446,66636.89,7750,149865.31,1051,20323.67,947,18312.57,104,2011.1,32,618.8,8,154.7
53033025601,5491.019,4781,87069.45,10284,187287.64,984,17920.17,917,16700,67,1220.17,25,455.29,2,36.42
53033025602,6491.556,4593,70753.45,10739,165430.29,1106,17037.52,944,14541.97,162,2495.55,14,215.66,5,77.02
53033025701,6447.585001,4287,66490.01,10362,160711.34,1065,16517.81,986,15292.55,79,1225.26,41,635.9,10,155.1
53033025702,3664.701,2668,72802.67,6335,172865.4,667,18200.67,617,16836.3,50,1364.37,18,491.17,5,136.44
53033025803,5085.971,3446,67755.01,7693,151259.22,1098,21588.8,1027,20192.8,71,1396,41,806.14,5,98.31
53033025804,3842.73,2678,69690.04,6070,157960.62,775,20167.95,713,18554.52,62,1613.44,26,676.6,5,130.12
53033025805,5304.800999,3792,71482.42,8643,162927.88,943,17776.35,896,16890.36,47,885.99,38,716.33,6,113.11
53033025806,5371.608,3959,73702.33,8910,165872.12,1103,20533.89,1047,19491.37,56,1042.52,32,595.72,11,204.78
53033026001,5904.245,4391,74370.22,11722,198535.12,956,16191.74,890,15073.9,66,1117.84,33,558.92,4,67.75
53033026002,8288.576999,5438,65608.37,13127,158374.59,1386,16721.81,1308,15780.75,78,941.05,56,675.63,17,205.1
53033026100,7733.4,5301,68546.82,13060,168877.85,1612,20844.65,1525,19719.66,87,1124.99,53,685.34,10,129.31
53033026200,5900.549999,6327,107227.29,17937,303988.61,1344,22777.54,1308,22167.43,36,610.11,41,694.85,6,101.69
53033026300,1966.05,1249,63528.39,3073,156303.25,370,18819.46,357,18158.24,13,661.22,9,457.77,2,101.73
53033026400,6059.537999,3982,65714.58,10028,165491.16,1217,20084.04,1095,18070.68,122,2013.35,49,808.64,9,148.53
53033026500,4302.424,3205,74492.89,7714,179294.28,984,22870.83,925,21499.51,59,1371.32,43,999.44,9,209.18
53033026600,2556.593,1780,69623.91,4531,177228.05,432,16897.49,411,16076.08,21,821.41,18,704.06,2,78.23
53033026700,5836.522001,4038,69185.04,9670,165680.86,977,16739.42,917,15711.41,60,1028.01,29,496.87,2,34.27
53033026801,5994.829999,4175,69643.34,10079,168128.2,1275,21268.33,1195,19933.84,80,1334.48,53,884.1,12,200.17
53033026802,6178.429,4187,67768.04,9996,161788.7,1245,20150.75,1172,18969.22,73,1181.53,43,695.97,10,161.85
53033027000,3666.665999,2336,63709.1,5696,155345.48,684,18654.55,643,17536.37,41,1118.18,30,818.18,5,136.36
53033027100,3797.728,2546,67040.08,5974,157304.58,829,21828.84,794,20907.24,35,921.6,46,1211.25,10,263.32
53033027200,2773.719,2095,75530.36,5047,181957.87,669,24119.24,651,23470.29,18,648.95,28,1009.48,3,108.16
53033027300,6780.484999,4698,69287.08,10959,161625.61,1568,23125.19,1516,22358.28,52,766.91,30,442.45,6,88.49
53033027400,5798.182,3910,67434.93,9073,156480.08,1268,21868.92,1196,20627.16,72,1241.77,45,776.11,3,51.74
53033027500,4991.83,3248,65066.32,7611,152469.13,900,18029.46,832,16667.23,68,1362.23,48,961.57,17,340.56
53033027600,5153.729,2855,55396.78,6339,122998.32,757,14688.39,665,12903.28,92,1785.12,26,504.49,3,58.21
53033027701,5771.554002,4048,70137.09,9232,159956.92,278,4816.73,225,3898.43,53,918.3,6,103.96,3,51.98
53033027702,5078.916001,2763,54401.37,5983,117800.73,272,5355.47,217,4272.57,55,1082.91,3,59.07,1,19.69
53033027800,3466.154001,2513,72501.11,6136,177026.18,418,12059.48,389,11222.81,29,836.66,14,403.91,3,86.55
53033027900,7451.380001,5853,78549.21,14767,198178.06,1183,15876.25,1117,14990.51,66,885.74,68,912.58,9,120.78
53033028000,3660.751,2373,64822.76,5449,148849.24,784,21416.37,741,20241.75,43,1174.62,27,737.55,5,136.58
53033028100,2602.077999,1907,73287.58,4299,165214.11,690,26517.27,670,25748.65,20,768.62,39,1498.8,7,269.02
53033028200,5131.587999,3596,70075.77,8648,168524.83,1177,22936.37,1137,22156.88,40,779.49,41,798.97,5,97.44
53033028300,5285.656,4374,82752.26,10483,198329.21,1286,24330,1241,23478.64,45,851.36,53,1002.71,10,189.19
53033028402,5406.371999,4792,88636.15,9721,179806.35,1313,24286.16,1278,23638.77,35,647.38,52,961.83,4,73.99
53033028403,5809.281,4432,76291.71,9137,157282.8,1168,20105.76,1120,19279.49,48,826.26,65,1118.9,11,189.35
53033028500,4355.44,6735,154634.2,11345,260478.85,889,20411.26,835,19171.43,54,1239.83,34,780.63,5,114.8
53033028600,6514.620002,4898,75184.74,12283,188545.15,880,13508.08,825,12663.82,55,844.25,22,337.7,4,61.4
53033028700,5380.054001,3834,71263.23,8966,166652.6,980,18215.43,916,17025.85,64,1189.58,30,557.62,7,130.11
53033028801,3063.775001,4173,136204.52,9497,309977.07,600,19583.68,561,18310.74,39,1272.94,21,685.43,8,261.12
53033028802,6536.653999,4710,72055.21,10498,160602.05,1387,21218.81,1342,20530.38,45,688.43,63,963.8,9,137.69
53033028901,4004.338001,3067,76591.94,7210,180054.73,634,15832.83,608,15183.53,26,649.3,26,649.3,5,124.86
53033028902,6545.107999,5065,77386.04,16059,245358.82,1810,27654.24,1701,25988.88,109,1665.37,81,1237.57,12,183.34
53033029001,4641.569002,3193,68791.39,8114,174811.58,766,16503.04,716,15425.82,50,1077.22,24,517.07,7,150.81
53033029003,6157.442999,4453,72318.98,11791,191491.83,1480,24035.95,1401,22752.95,79,1283,74,1201.8,16,259.85
53033029004,3886.368999,2667,68624.47,5368,138123.79,1039,26734.47,976,25113.42,63,1621.05,40,1029.24,7,180.12
53033029101,3780.147,2674,70737.99,6190,163750.25,664,17565.45,629,16639.56,35,925.89,32,846.53,5,132.27
53033029102,4505.498,3302,73288.24,7190,159582.8,1101,24436.81,1035,22971.93,66,1464.88,47,1043.17,11,244.15
53033029203,4871.089,2815,57789.95,6576,135000.61,968,19872.35,894,18353.19,74,1519.17,39,800.64,4,82.12
53033029204,7124.089999,5121,71882.87,10941,153577.51,1562,21925.61,1495,20985.14,67,940.47,60,842.21,7,98.26
53033029205,4827.145999,3953,81891.04,8020,166143.72,1032,21379.09,994,20591.88,38,787.21,29,600.77,4,82.86
53033029206,4126.651,3046,73812.88,6510,157755.04,944,22875.69,898,21760.99,46,1114.71,54,1308.57,13,315.03
53033029303,8455.292,8043,95123.86,16546,195688.1,1479,17492,1384,16368.45,95,1123.56,41,484.9,12,141.92
53033029304,5555.288999,3826,68871.3,8800,158407.6,915,16470.79,852,15336.74,63,1134.05,24,432.02,6,108.01
53033029305,4474.679001,3182,71111.25,7154,159877.39,860,19219.26,843,18839.34,17,379.92,40,893.92,10,223.48
53033029306,4042.977,2912,72026.13,6837,169108.06,757,18723.83,722,17858.13,35,865.7,16,395.75,0,0
53033029307,4109.701,2604,63362.27,5823,141689.14,653,15889.23,623,15159.25,30,729.98,23,559.65,4,97.33
53033029403,5917.390999,4112,69490.08,8786,148477.6,1154,19501.84,1116,18859.66,38,642.17,41,692.87,10,168.99
53033029405,6128.064,4316,70430.07,9735,158859.31,1238,20202.14,1182,19288.31,56,913.83,31,505.87,4,65.27
53033029406,5182.969999,3498,67490.26,7350,141810.58,969,18695.84,930,17943.38,39,752.46,30,578.82,3,57.88
53033029407,5137.776,3896,75830.48,8807,171416.58,1183,23025.53,1140,22188.59,43,836.94,58,1128.89,17,330.88
53033029408,4517.101,2826,62562.25,5948,131677.37,913,20212.08,871,19282.28,42,929.8,45,996.21,8,177.1
53033029502,7543.555999,5267,69821.18,10758,142611.79,1607,21302.95,1510,20017.08,97,1285.87,64,848.41,6,79.54
53033029503,8276.401999,5235,63252.12,11226,135638.65,1700,20540.33,1619,19561.64,81,978.69,76,918.27,18,217.49
53033029504,5833.899999,4282,73398.58,9145,156756.2,1394,23894.82,1334,22866.35,60,1028.47,58,994.19,19,325.68
53033029601,7513.636999,5167,68768.29,10488,139586.2,1755,23357.53,1668,22199.64,87,1157.89,64,851.78,9,119.78
53033029602,7035.956,5103,72527.46,10577,150327.83,1689,24005.27,1609,22868.25,80,1137.02,49,696.42,6,85.28
53033029700,7988.272001,6662,83397.26,14437,180727.45,1702,21306.23,1603,20066.92,99,1239.32,62,776.14,12,150.22
53033029801,8180.063,5515,67420.02,11788,144106.47,1819,22236.99,1698,20757.79,121,1479.21,67,819.06,11,134.47
53033029802,9805.566,6424,65513.81,13785,140583.42,2005,20447.57,1840,18764.85,165,1682.72,67,683.29,15,152.97
53033029901,5035.15,3408,67684.18,6705,133163.86,1289,25600.03,1168,23196.93,121,2403.11,46,913.58,5,99.3
53033029902,5397.945001,3701,68563.13,7846,145351.61,1030,19081.34,934,17302.88,96,1778.45,43,796.6,6,111.15
53033030003,6426.072,4533,70540.76,10099,157156.66,1484,23093.42,1407,21895.18,77,1198.24,61,949.26,10,155.62
53033030004,8586.868998,5517,64249.26,11703,136289.49,1939,22580.99,1867,21742.5,72,838.49,102,1187.86,9,104.81
53033030005,5916.398999,4118,69603.15,8226,139037.28,1561,26384.29,1460,24677.17,101,1707.12,60,1014.13,5,84.51
53033030006,4189.667,3766,89887.81,7771,185480.13,815,19452.62,764,18235.34,51,1217.28,50,1193.41,11,262.55
53033030100,7788.120001,5133,65908.08,11422,146659.27,1307,16781.97,1179,15138.44,128,1643.53,43,552.12,4,51.36
53033030201,5843.807999,3667,62750.18,8082,138300.23,1237,21167.7,1146,19610.5,91,1557.2,53,906.94,10,171.12
53033030202,7487.691,5491,73333.69,11941,159475.06,2000,26710.5,1829,24426.76,171,2283.75,114,1522.5,24,320.53
53033030304,3875.616,3013,77742.48,6401,165160.84,1024,26421.61,957,24692.85,67,1728.76,34,877.28,1,25.8
53033030305,5214.162001,3367,64574.13,7283,139677.29,991,19005.93,916,17567.54,75,1438.39,48,920.57,6,115.07
53033030306,5968.736,4048,67820.05,8828,147904.01,1189,19920.47,1087,18211.56,102,1708.9,43,720.42,4,67.02
53033030308,6584.311999,5115,77684.65,11264,171073.3,1524,23145.93,1436,21809.42,88,1336.51,47,713.82,3,45.56
53033030309,6063.357,4001,65986.55,8603,141885.1,1236,20384.75,1153,19015.87,83,1368.88,45,742.16,4,65.97
53033030310,6445.783,4770,74001.87,10540,163517.76,1360,21099.07,1277,19811.4,83,1287.66,47,729.16,16,248.22
53033030311,5267.273,3616,68650.32,7864,149299.27,1284,24376.94,1190,22592.34,94,1784.6,45,854.33,8,151.88
53033030312,5064.215,3534,69783.77,7723,152501.42,1244,24564.52,1175,23202.02,69,1362.5,55,1086.05,10,197.46
53033030313,4261.081001,3192,74910.57,7379,173172.02,1028,24125.33,979,22975.39,49,1149.94,66,1548.9,33,774.45
53033030314,4889.01,2989,61137.12,6818,139455.64,940,19226.8,863,17651.84,77,1574.96,54,1104.52,14,286.36
53033030401,9388.800999,6090,64864.51,12655,134788.24,1929,20545.75,1777,18926.8,152,1618.95,76,809.48,10,106.51
53033030403,4697.647,2945,62690.96,6597,140432.01,877,18668.92,818,17412.97,59,1255.95,43,915.35,7,149.01
53033030404,5059.968001,3130,61858.1,6352,125534.39,905,17885.49,818,16166.11,87,1719.38,30,592.89,7,138.34
53033030501,2676.377001,2207,82462.22,5135,191863.85,689,25743.76,678,25332.75,11,411,52,1942.93,17,635.19
53033030503,5308.074,4622,87074.9,10114,190539.92,1813,34155.51,1733,32648.38,80,1507.14,94,1770.89,28,527.5
53033030504,4750.202001,3041,64018.33,6471,136225.79,1142,24041.08,1086,22862.19,56,1178.9,42,884.17,5,105.26
53033030600,5459.684,4879,89364.15,10333,189260.04,1418,25972.2,1341,24561.86,77,1410.34,57,1044.02,14,256.43
53033030700,3971.601,2982,75083.07,6313,158953.53,1117,28124.68,1080,27193.06,37,931.61,80,2014.3,18,453.22
53033030801,7213.698,7951,110220.86,16283,225723.34,2037,28237.94,1999,27711.17,38,526.78,88,1219.9,27,374.29
53033030802,4194.212,3110,74149.8,6503,155047,1068,25463.66,1024,24414.6,44,1049.06,55,1311.33,12,286.11
53033030901,3814.222,2766,72518.07,5435,142493.02,957,25090.31,915,23989.16,42,1101.14,37,970.05,6,157.31
53033030902,5998.761999,4116,68614.16,8344,139095.37,1522,25371.9,1457,24288.34,65,1083.56,56,933.53,11,183.37
53033031000,4528.911,3106,68581.61,6496,143434.04,948,20932.18,899,19850.25,49,1081.94,25,552.01,4,88.32
53033031100,7084.771,4978,70263.39,10166,143490.88,1853,26154.69,1772,25011.39,81,1143.3,107,1510.28,19,268.18
53033031202,6831.869,4907,71825.15,10633,155638.23,1617,23668.49,1526,22336.49,91,1331.99,74,1083.16,9,131.74
53033031204,6490.000001,3617,55731.9,7191,110801.23,1060,16332.82,933,14375.96,127,1956.86,42,647.15,4,61.63
53033031205,8435.302999,6189,73370.22,12384,146811.56,1995,23650.6,1887,22370.27,108,1280.33,86,1019.52,11,130.4
53033031206,5230.698,2936,56130.18,5907,112929.48,982,18773.79,907,17339.94,75,1433.84,45,860.31,8,152.94
53033031301,2676.372,1555,58101.04,3328,124347.44,510,19055.65,482,18009.45,28,1046.19,11,411,2,74.73
53033031302,4934.464,3745,75894.77,7456,151100.5,997,20204.83,949,19232.08,48,972.75,26,526.91,2,40.53
53033031400,6114.604001,5763,94249.77,13561,221780.51,1440,23550.18,1362,22274.54,78,1275.63,71,1161.15,30,490.63
53033031501,4158.572001,2293,55139.12,4603,110687.03,515,12384.06,479,11518.38,36,865.68,13,312.61,6,144.28
53033031502,4660.666001,2771,59455.02,6354,136332.45,915,19632.39,852,18280.65,63,1351.74,26,557.86,4,85.82
53033031601,5660.094,3191,56377.16,6344,112082.94,786,13886.7,717,12667.63,69,1219.06,34,600.7,7,123.67
53033031603,6950.55,4824,69404.58,9926,142808.84,1065,15322.53,999,14372.96,66,949.57,17,244.58,2,28.77
53033031604,5633.934,3951,70128.62,8067,143185.92,1020,18104.58,959,17021.85,61,1082.72,18,319.49,0,0
53033031605,4108.070001,2256,54916.3,4650,113191.84,569,13850.79,527,12828.41,42,1022.38,7,170.4,2,48.68
53033031703,7423.781002,4947,66637.2,10731,144548.98,1273,17147.6,1203,16204.68,70,942.92,49,660.04,8,107.76
53033031704,6171.131,4165,67491.68,9788,158609.5,1381,22378.39,1316,21325.1,65,1053.29,55,891.25,16,259.27
53033031705,4126.550999,2676,64848.34,5759,139559.65,797,19313.95,747,18102.28,50,1211.67,27,654.3,4,96.93
53033031706,7776.814999,5186,66685.4,10829,139247.24,1554,19982.47,1464,18825.19,90,1157.29,51,655.8,6,77.15
53033031800,5121.253,3318,64788.83,7005,136782.93,868,16948.98,817,15953.13,51,995.85,29,566.27,5,97.63
53033031903,7458.596001,4882,65454.68,10295,138028.66,1260,16893.26,1180,15820.67,80,1072.59,27,362,6,80.44
53033031904,3561.049,2217,62256.94,4855,136336.23,440,12355.91,402,11288.81,38,1067.1,12,336.98,1,28.08
53033031906,4264.804001,2853,66896.39,6232,146126.29,596,13974.85,582,13646.58,14,328.27,8,187.58,3,70.34
53033031907,7887.337,5131,65053.64,11879,150608.5,1114,14123.91,1060,13439.26,54,684.64,29,367.68,7,88.75
53033031908,4456.082,2981,66897.33,7089,159085.94,635,14250.19,608,13644.27,27,605.91,18,403.94,4,89.76
53033031909,3050.136,2065,67701.9,4877,159894.51,467,15310.79,446,14622.3,21,688.49,16,524.57,3,98.36
53033032002,3143.272,1852,58919.5,3855,122642.9,480,15270.71,462,14698.06,18,572.65,19,604.47,4,127.26
53033032003,5174.091001,3997,77250.28,8430,162927.17,906,17510.32,844,16312.04,62,1198.28,26,502.5,5,96.64
53033032005,6952.574999,4329,62264.7,8609,123824.63,1420,20424.09,1336,19215.9,84,1208.19,55,791.07,4,57.53
53033032006,5173.177001,3455,66786.81,6856,132529.78,912,17629.4,847,16372.92,65,1256.48,30,579.91,4,77.32
53033032007,4105.279,2603,63406.17,5395,131416.16,656,15979.43,614,14956.35,42,1023.07,16,389.74,4,97.44
53033032008,4373.093,2887,66017.35,5920,135373.29,775,17722.01,729,16670.12,46,1051.89,15,343.01,3,68.6
53033032010,6166.158001,4584,74341.27,9882,160261.87,1227,19898.94,1149,18633.97,78,1264.97,27,437.87,4,64.87
53033032011,4988.07,3677,73715.89,7508,150519.14,934,18724.68,868,17401.52,66,1323.16,14,280.67,2,40.1
53033032102,4902.376001,2706,55197.72,5751,117310.46,388,7914.53,357,7282.18,31,632.35,17,346.77,2,40.8
53033032103,5995.540001,4745,79142.16,11178,186438.59,634,10574.53,582,9707.22,52,867.31,15,250.19,4,66.72
53033032104,6301.151001,4386,69606.33,9904,157177.63,864,13711.78,816,12950.02,48,761.77,49,777.64,28,444.36
53033032203,8344.615,5613,67264.94,11683,140006.46,767,9191.56,713,8544.43,54,647.12,14,167.77,7,83.89
53033032207,3754.492001,2587,68904.13,5321,141723.57,385,10254.38,360,9588.51,25,665.87,7,186.44,1,26.63
53033032208,9596.481003,6252,65148.88,16815,175220.48,853,8888.67,804,8378.07,49,510.6,39,406.4,20,208.41
53033032210,15193.886,9313,61294.39,20082,132171.59,1416,9319.54,1295,8523.17,121,796.37,24,157.96,17,111.89
53033032211,5035.681,3372,66962.14,7030,139603.76,588,11676.67,550,10922.06,38,754.61,7,139.01,0,0
53033032212,8412.289,5103,60661.25,10603,126041.79,840,9985.39,771,9165.16,69,820.23,9,106.99,0,0
53033032213,4749.056001,2974,62622.97,6766,142470.42,494,10402.07,456,9601.91,38,800.16,6,126.34,0,0
53033032214,7481.975,4655,62216.19,9283,124071.52,638,8527.16,592,7912.35,46,614.81,11,147.02,4,53.46
53033032215,5663.662,3506,61903.41,7093,125236.99,486,8581.02,452,7980.7,34,600.32,1,17.66,0,0
53033032307,6741.467001,3763,55818.71,7486,111044.08,642,9523.15,564,8366.13,78,1157.02,14,207.67,0,0
53033032309,11058.694,11407,103149.61,20417,184623.97,1003,9069.79,951,8599.57,52,470.22,38,343.62,23,207.98
53033032311,6243.502001,3318,53143.25,6755,108192.49,505,8088.41,457,7319.61,48,768.8,15,240.25,3,48.05
53033032313,6273.529999,4106,65449.6,7928,126372.23,551,8782.93,526,8384.43,25,398.5,8,127.52,0,0
53033032315,5624.950001,3169,56338.28,6590,117156.6,499,8871.19,452,8035.63,47,835.56,8,142.22,2,35.56
53033032316,5794.028,4204,72557.47,8898,153571.92,538,9285.42,513,8853.94,25,431.48,12,207.11,1,17.26
53033032317,6375.339001,4044,63431.92,8085,126816.79,539,8454.45,509,7983.89,30,470.56,10,156.85,2,31.37
53033032318,6614.815,4230,63947.37,8368,126503.92,600,9070.55,562,8496.08,38,574.47,4,60.47,0,0
53033032319,5742.483001,4274,74427.73,8295,144449.71,675,11754.5,623,10848.97,52,905.53,18,313.45,4,69.66
53033032320,4586.535,2752,60001.72,5660,123404.71,505,11010.49,444,9680.51,61,1329.98,17,370.65,4,87.21
53033032321,7323.465,4766,65078.48,9858,134608.41,612,8356.7,565,7714.93,47,641.77,8,109.24,1,13.65
53033032322,3514.253001,2161,61492.44,4540,129188.19,267,7597.63,255,7256.17,12,341.47,2,56.91,0,0
53033032323,6363.171001,4070,63961.82,8701,136740,666,10466.48,618,9712.14,48,754.34,20,314.31,15,235.73
53033032324,5604.347,3365,60042.68,6679,119175.35,546,9742.44,518,9242.83,28,499.61,19,339.02,2,35.69
53033032325,6193.001999,3779,61020.49,7703,124382.33,580,9365.41,553,8929.43,27,435.98,14,226.06,3,48.44
53033032326,3878.571,2381,61388.59,4970,128139.98,395,10184.16,374,9642.73,21,541.44,16,412.52,1,25.78
53033032327,4582.295002,2748,59969.95,5946,129760.31,515,11238.91,489,10671.51,26,567.4,17,370.99,6,130.94
53033032328,3388.557,1950,57546.62,4014,118457.5,271,7997.5,250,7377.77,21,619.73,6,177.07,0,0
53033032329,8899.664999,5674,63755.21,11169,125499.11,912,10247.58,863,9696.99,49,550.58,21,235.96,4,44.95
53033032401,6700.666001,3968,59217.99,7349,109675.67,564,8417.07,446,6656.05,118,1761.02,9,134.32,1,14.92
53033032402,6892.63,3605,52302.24,7177,104125.71,723,10489.46,588,8530.85,135,1958.61,11,159.59,1,14.51
53033032500,6068.556001,3191,52582.53,6139,101160.8,494,8140.32,406,6690.22,88,1450.1,13,214.22,2,32.96
53033032601,2970.402,1728,58173.94,3492,117559.85,280,9426.33,229,7709.39,51,1716.94,7,235.66,1,33.67
53033032602,14276.257,8250,57788.26,16687,116886.38,1537,10766.13,1251,8762.8,286,2003.33,24,168.11,1,7
53033032702,6953.855,3472,49929.14,7446,107077.3,750,10785.38,573,8240.03,177,2545.35,18,258.85,5,71.9
53033032703,1938.118,1333,68778.06,2657,137091.76,175,9029.38,132,6810.73,43,2218.65,4,206.39,1,51.6
53033032704,7619.806001,4678,61392.64,10498,137772.54,866,11365.12,699,9173.46,167,2191.66,21,275.6,18,236.23
53033032800,2998.828001,1430,47685.3,2849,95003.78,224,7469.58,174,5802.27,50,1667.32,6,200.08,3,100.04
